LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CAN,GDP,TOT,USD_CAP,A,2014,45753.78294,
CAN,GDP,TOT,USD_CAP,A,2015,44670.05437,
CAN,GDP,TOT,USD_CAP,A,2016,46472.36877,
CAN,GDP,TOT,USD_CAP,A,2017,48479.82359,
CAN,GDP,TOT,USD_CAP,A,2018,51106.8957,
CZE,GDP,TOT,USD_CAP,A,2009,27656.01513,
CZE,GDP,TOT,USD_CAP,A,2010,27789.60838,
CZE,GDP,TOT,USD_CAP,A,2011,28999.75476,
CZE,GDP,TOT,USD_CAP,A,2012,29258.90485,
CZE,GDP,TOT,USD_CAP,A,2013,30828.52641,
CZE,GDP,TOT,USD_CAP,A,2014,32504.21758,
CZE,GDP,TOT,USD_CAP,A,2015,33909.30924,
CZE,GDP,TOT,USD_CAP,A,2016,36101.2856,
CZE,GDP,TOT,USD_CAP,A,2017,38966.92957,
CZE,GDP,TOT,USD_CAP,A,2018,42446.18578,
DNK,GDP,TOT,USD_CAP,A,2009,40361.79068,
DNK,GDP,TOT,USD_CAP,A,2010,43041.19236,
DNK,GDP,TOT,USD_CAP,A,2011,44407.94207,
DNK,GDP,TOT,USD_CAP,A,2012,44808.54921,
DNK,GDP,TOT,USD_CAP,A,2013,46742.93966,
DNK,GDP,TOT,USD_CAP,A,2014,47905.47708,
DNK,GDP,TOT,USD_CAP,A,2015,49058.14234,
DNK,GDP,TOT,USD_CAP,A,2016,51967.02044,
DNK,GDP,TOT,USD_CAP,A,2017,55533.2547,
DNK,GDP,TOT,USD_CAP,A,2018,59272.49026,
FIN,GDP,TOT,USD_CAP,A,2009,38000.01877,
FIN,GDP,TOT,USD_CAP,A,2010,38985.87199,
FIN,GDP,TOT,USD_CAP,A,2011,40916.64733,
FIN,GDP,TOT,USD_CAP,A,2012,40872.8548,
FIN,GDP,TOT,USD_CAP,A,2013,41492.91842,
FIN,GDP,TOT,USD_CAP,A,2014,41749.86473,
FIN,GDP,TOT,USD_CAP,A,2015,42490.21105,
FIN,GDP,TOT,USD_CAP,A,2016,44934.48825,
FIN,GDP,TOT,USD_CAP,A,2017,47722.17194,
FIN,GDP,TOT,USD_CAP,A,2018,51296.00153,
FRA,GDP,TOT,USD_CAP,A,2009,34711.65571,
FRA,GDP,TOT,USD_CAP,A,2010,35939.45584,
FRA,GDP,TOT,USD_CAP,A,2011,37447.94954,
FRA,GDP,TOT,USD_CAP,A,2012,37684.19807,
FRA,GDP,TOT,USD_CAP,A,2013,39528.47364,
FRA,GDP,TOT,USD_CAP,A,2014,40144.05949,
FRA,GDP,TOT,USD_CAP,A,2015,40829.89331,
FRA,GDP,TOT,USD_CAP,A,2016,42855.94456,
FRA,GDP,TOT,USD_CAP,A,2017,44622.75826,
FRA,GDP,TOT,USD_CAP,A,2018,47922.18851,P
DEU,GDP,TOT,USD_CAP,A,2009,37492.64945,
DEU,GDP,TOT,USD_CAP,A,2010,39707.32995,
DEU,GDP,TOT,USD_CAP,A,2011,42541.51313,
DEU,GDP,TOT,USD_CAP,A,2012,43359.54105,
DEU,GDP,TOT,USD_CAP,A,2013,44993.66784,
DEU,GDP,TOT,USD_CAP,A,2014,47011.2804,
DEU,GDP,TOT,USD_CAP,A,2015,47609.55716,
DEU,GDP,TOT,USD_CAP,A,2016,50579.48372,
DEU,GDP,TOT,USD_CAP,A,2017,53121.98718,
DEU,GDP,TOT,USD_CAP,A,2018,56688.96969,
GRC,GDP,TOT,USD_CAP,A,2009,30381.48202,
GRC,GDP,TOT,USD_CAP,A,2010,27934.31713,B
GRC,GDP,TOT,USD_CAP,A,2011,25671.29122,
GRC,GDP,TOT,USD_CAP,A,2012,24912.13066,
GRC,GDP,TOT,USD_CAP,A,2013,25947.87063,
GRC,GDP,TOT,USD_CAP,A,2014,26642.23196,
GRC,GDP,TOT,USD_CAP,A,2015,26720.90877,
GRC,GDP,TOT,USD_CAP,A,2016,27471.21821,
GRC,GDP,TOT,USD_CAP,A,2017,28736.44645,
GRC,GDP,TOT,USD_CAP,A,2018,30617.58478,P
HUN,GDP,TOT,USD_CAP,A,2009,20689.0467,
HUN,GDP,TOT,USD_CAP,A,2010,21716.65084,
HUN,GDP,TOT,USD_CAP,A,2011,22999.83061,
HUN,GDP,TOT,USD_CAP,A,2012,23206.25512,
HUN,GDP,TOT,USD_CAP,A,2013,24498.65869,
HUN,GDP,TOT,USD_CAP,A,2014,25642.55676,
HUN,GDP,TOT,USD_CAP,A,2015,26777.47046,
HUN,GDP,TOT,USD_CAP,A,2016,27911.66473,
HUN,GDP,TOT,USD_CAP,A,2017,29559.21447,
HUN,GDP,TOT,USD_CAP,A,2018,32834.03935,
ISL,GDP,TOT,USD_CAP,A,2009,41802.99936,
ISL,GDP,TOT,USD_CAP,A,2010,39810.80342,
ISL,GDP,TOT,USD_CAP,A,2011,40938.66455,
ISL,GDP,TOT,USD_CAP,A,2012,42006.54335,
ISL,GDP,TOT,USD_CAP,A,2013,44404.73159,
ISL,GDP,TOT,USD_CAP,A,2014,45995.00169,
ISL,GDP,TOT,USD_CAP,A,2015,49203.29499,
ISL,GDP,TOT,USD_CAP,A,2016,53486.61577,
ISL,GDP,TOT,USD_CAP,A,2017,55825.94659,
ISL,GDP,TOT,USD_CAP,A,2018,59974.51348,
IRL,GDP,TOT,USD_CAP,A,2009,41532.21297,
IRL,GDP,TOT,USD_CAP,A,2010,43320.05059,
IRL,GDP,TOT,USD_CAP,A,2011,44902.99688,
IRL,GDP,TOT,USD_CAP,A,2012,46274.52425,
IRL,GDP,TOT,USD_CAP,A,2013,47924.38829,
IRL,GDP,TOT,USD_CAP,A,2014,51212.50006,
IRL,GDP,TOT,USD_CAP,A,2015,69133.71061,
IRL,GDP,TOT,USD_CAP,A,2016,71793.28575,
IRL,GDP,TOT,USD_CAP,A,2017,78990.82586,
IRL,GDP,TOT,USD_CAP,A,2018,87710.31886,
ITA,GDP,TOT,USD_CAP,A,2009,34347.69748,
ITA,GDP,TOT,USD_CAP,A,2010,34860.57804,
ITA,GDP,TOT,USD_CAP,A,2011,36183.31603,
ITA,GDP,TOT,USD_CAP,A,2012,36002.9087,
ITA,GDP,TOT,USD_CAP,A,2013,36067.70734,
ITA,GDP,TOT,USD_CAP,A,2014,36194.91667,
ITA,GDP,TOT,USD_CAP,A,2015,36899.3964,
ITA,GDP,TOT,USD_CAP,A,2016,39926.96617,
ITA,GDP,TOT,USD_CAP,A,2017,41713.90834,
ITA,GDP,TOT,USD_CAP,A,2018,44444.72835,
JPN,GDP,TOT,USD_CAP,A,2009,33201.9871,
JPN,GDP,TOT,USD_CAP,A,2010,34994.37223,
JPN,GDP,TOT,USD_CAP,A,2011,35775.25633,
JPN,GDP,TOT,USD_CAP,A,2012,37213.8374,
JPN,GDP,TOT,USD_CAP,A,2013,39008.36056,
JPN,GDP,TOT,USD_CAP,A,2014,39183.46568,
JPN,GDP,TOT,USD_CAP,A,2015,40398.4029,
JPN,GDP,TOT,USD_CAP,A,2016,39983.64366,
JPN,GDP,TOT,USD_CAP,A,2017,41119.38073,
JPN,GDP,TOT,USD_CAP,A,2018,42840.18796,
KOR,GDP,TOT,USD_CAP,A,2009,29529.7856,
KOR,GDP,TOT,USD_CAP,A,2010,31748.35357,
KOR,GDP,TOT,USD_CAP,A,2011,32546.51773,
KOR,GDP,TOT,USD_CAP,A,2012,33557.03045,
KOR,GDP,TOT,USD_CAP,A,2013,34244.23949,
KOR,GDP,TOT,USD_CAP,A,2014,35324.2603,
KOR,GDP,TOT,USD_CAP,A,2015,37902.36102,
KOR,GDP,TOT,USD_CAP,A,2016,39575.30208,
KOR,GDP,TOT,USD_CAP,A,2017,41110.57358,
KOR,GDP,TOT,USD_CAP,A,2018,43678.19055,
LUX,GDP,TOT,USD_CAP,A,2009,82249.99851,
LUX,GDP,TOT,USD_CAP,A,2010,85587.01465,
LUX,GDP,TOT,USD_CAP,A,2011,91814.03661,
LUX,GDP,TOT,USD_CAP,A,2012,91526.72071,
LUX,GDP,TOT,USD_CAP,A,2013,95246.11389,
LUX,GDP,TOT,USD_CAP,A,2014,100933.6045,
LUX,GDP,TOT,USD_CAP,A,2015,103760.128,
LUX,GDP,TOT,USD_CAP,A,2016,110260.9344,
LUX,GDP,TOT,USD_CAP,A,2017,112545.9703,
LUX,GDP,TOT,USD_CAP,A,2018,120156.754,
MEX,GDP,TOT,USD_CAP,A,2009,14532.38651,
MEX,GDP,TOT,USD_CAP,A,2010,15257.67366,
MEX,GDP,TOT,USD_CAP,A,2011,16546.64141,
MEX,GDP,TOT,USD_CAP,A,2012,17220.06914,
MEX,GDP,TOT,USD_CAP,A,2013,17461.79827,
MEX,GDP,TOT,USD_CAP,A,2014,18178.39742,
MEX,GDP,TOT,USD_CAP,A,2015,18454.80148,
MEX,GDP,TOT,USD_CAP,A,2016,19516.14502,
MEX,GDP,TOT,USD_CAP,A,2017,20012.58331,
MEX,GDP,TOT,USD_CAP,A,2018,20611.5631,E
NLD,GDP,TOT,USD_CAP,A,2009,44590.78156,
NLD,GDP,TOT,USD_CAP,A,2010,45079.36741,
NLD,GDP,TOT,USD_CAP,A,2011,46599.22766,
NLD,GDP,TOT,USD_CAP,A,2012,47271.96823,
NLD,GDP,TOT,USD_CAP,A,2013,49242.78671,
NLD,GDP,TOT,USD_CAP,A,2014,49233.23035,
NLD,GDP,TOT,USD_CAP,A,2015,50288.35282,
NLD,GDP,TOT,USD_CAP,A,2016,52289.40429,
NLD,GDP,TOT,USD_CAP,A,2017,55265.49378,
NLD,GDP,TOT,USD_CAP,A,2018,59727.05196,P
NZL,GDP,TOT,USD_CAP,A,2009,30587.84323,
NZL,GDP,TOT,USD_CAP,A,2010,31174.15647,
NZL,GDP,TOT,USD_CAP,A,2011,32680.38999,
NZL,GDP,TOT,USD_CAP,A,2012,32924.63188,
NZL,GDP,TOT,USD_CAP,A,2013,36100.25209,
NZL,GDP,TOT,USD_CAP,A,2014,37133.66501,
NZL,GDP,TOT,USD_CAP,A,2015,37338.63626,
NZL,GDP,TOT,USD_CAP,A,2016,39896.6835,
NZL,GDP,TOT,USD_CAP,A,2017,42338.88406,
NZL,GDP,TOT,USD_CAP,A,2018,44463.05265,P
NOR,GDP,TOT,USD_CAP,A,2009,55401.83115,
NOR,GDP,TOT,USD_CAP,A,2010,57966.86673,
NOR,GDP,TOT,USD_CAP,A,2011,62077.8458,
NOR,GDP,TOT,USD_CAP,A,2012,65349.21616,
NOR,GDP,TOT,USD_CAP,A,2013,66956.28596,
NOR,GDP,TOT,USD_CAP,A,2014,65895.66761,
NOR,GDP,TOT,USD_CAP,A,2015,60352.71691,
NOR,GDP,TOT,USD_CAP,A,2016,58923.24014,
NOR,GDP,TOT,USD_CAP,A,2017,64254.89262,
NOR,GDP,TOT,USD_CAP,A,2018,71909.29958,
POL,GDP,TOT,USD_CAP,A,2009,19088.28902,
POL,GDP,TOT,USD_CAP,A,2010,20828.98653,
POL,GDP,TOT,USD_CAP,A,2011,22553.51422,
POL,GDP,TOT,USD_CAP,A,2012,23455.56031,
POL,GDP,TOT,USD_CAP,A,2013,24272.84256,
POL,GDP,TOT,USD_CAP,A,2014,25162.87551,
POL,GDP,TOT,USD_CAP,A,2015,26534.72322,
POL,GDP,TOT,USD_CAP,A,2016,27985.34001,
POL,GDP,TOT,USD_CAP,A,2017,29809.47576,
POL,GDP,TOT,USD_CAP,A,2018,32611.36621,
PRT,GDP,TOT,USD_CAP,A,2009,26478.4918,
PRT,GDP,TOT,USD_CAP,A,2010,27282.76635,
PRT,GDP,TOT,USD_CAP,A,2011,26769.42769,
PRT,GDP,TOT,USD_CAP,A,2012,26438.14047,
PRT,GDP,TOT,USD_CAP,A,2013,27936.0063,
PRT,GDP,TOT,USD_CAP,A,2014,28742.31313,
PRT,GDP,TOT,USD_CAP,A,2015,29660.8459,
PRT,GDP,TOT,USD_CAP,A,2016,31607.61019,
PRT,GDP,TOT,USD_CAP,A,2017,33150.21863,
PRT,GDP,TOT,USD_CAP,A,2018,36034.25418,
SVK,GDP,TOT,USD_CAP,A,2009,22963.90885,
SVK,GDP,TOT,USD_CAP,A,2010,25030.421,
SVK,GDP,TOT,USD_CAP,A,2011,26084.1055,
SVK,GDP,TOT,USD_CAP,A,2012,26973.79122,
SVK,GDP,TOT,USD_CAP,A,2013,28004.52779,
SVK,GDP,TOT,USD_CAP,A,2014,28997.37568,
SVK,GDP,TOT,USD_CAP,A,2015,29927.68144,
SVK,GDP,TOT,USD_CAP,A,2016,29659.33117,
SVK,GDP,TOT,USD_CAP,A,2017,30194.10146,
SVK,GDP,TOT,USD_CAP,A,2018,32557.96124,
ESP,GDP,TOT,USD_CAP,A,2009,32112.81869,
ESP,GDP,TOT,USD_CAP,A,2010,31716.70974,
ESP,GDP,TOT,USD_CAP,A,2011,31872.36309,
ESP,GDP,TOT,USD_CAP,A,2012,31724.63151,
ESP,GDP,TOT,USD_CAP,A,2013,32452.65968,
ESP,GDP,TOT,USD_CAP,A,2014,33544.35201,
ESP,GDP,TOT,USD_CAP,A,2015,34929.20969,
ESP,GDP,TOT,USD_CAP,A,2016,37313.63491,
ESP,GDP,TOT,USD_CAP,A,2017,39706.57601,
ESP,GDP,TOT,USD_CAP,A,2018,42067.24875,P
SWE,GDP,TOT,USD_CAP,A,2009,40309.17759,
SWE,GDP,TOT,USD_CAP,A,2010,42256.28007,
SWE,GDP,TOT,USD_CAP,A,2011,44608.6439,
SWE,GDP,TOT,USD_CAP,A,2012,45432.30693,
SWE,GDP,TOT,USD_CAP,A,2013,46312.29369,
SWE,GDP,TOT,USD_CAP,A,2014,47184.7194,
SWE,GDP,TOT,USD_CAP,A,2015,49103.0618,
SWE,GDP,TOT,USD_CAP,A,2016,50430.17456,
SWE,GDP,TOT,USD_CAP,A,2017,52113.82328,
SWE,GDP,TOT,USD_CAP,A,2018,55243.37002,
CHE,GDP,TOT,USD_CAP,A,2009,53150.62726,
CHE,GDP,TOT,USD_CAP,A,2010,54809.79104,
CHE,GDP,TOT,USD_CAP,A,2011,57987.48686,
CHE,GDP,TOT,USD_CAP,A,2012,59933.61706,
CHE,GDP,TOT,USD_CAP,A,2013,62225.11235,
CHE,GDP,TOT,USD_CAP,A,2014,64103.00976,
CHE,GDP,TOT,USD_CAP,A,2015,66020.20952,
CHE,GDP,TOT,USD_CAP,A,2016,68105.13818,
CHE,GDP,TOT,USD_CAP,A,2017,69324.22951,
CHE,GDP,TOT,USD_CAP,A,2018,73968.51586,
TUR,GDP,TOT,USD_CAP,A,2009,15453.98284,
TUR,GDP,TOT,USD_CAP,A,2010,17359.96719,
TUR,GDP,TOT,USD_CAP,A,2011,19590.85837,
TUR,GDP,TOT,USD_CAP,A,2012,20627.44073,
TUR,GDP,TOT,USD_CAP,A,2013,22373.13654,
TUR,GDP,TOT,USD_CAP,A,2014,24104.98458,
TUR,GDP,TOT,USD_CAP,A,2015,25855.91268,
TUR,GDP,TOT,USD_CAP,A,2016,26695.90937,
TUR,GDP,TOT,USD_CAP,A,2017,28283.0876,
TUR,GDP,TOT,USD_CAP,A,2018,29155.1851,
GBR,GDP,TOT,USD_CAP,A,2009,35052.17484,
GBR,GDP,TOT,USD_CAP,A,2010,36468.17257,
GBR,GDP,TOT,USD_CAP,A,2011,37154.16298,
GBR,GDP,TOT,USD_CAP,A,2012,38296.70103,
GBR,GDP,TOT,USD_CAP,A,2013,39945.10453,
GBR,GDP,TOT,USD_CAP,A,2014,41292.49129,
GBR,GDP,TOT,USD_CAP,A,2015,42571.65341,
GBR,GDP,TOT,USD_CAP,A,2016,44125.53499,
GBR,GDP,TOT,USD_CAP,A,2017,45903.89204,
GBR,GDP,TOT,USD_CAP,A,2018,48651.56579,
USA,GDP,TOT,USD_CAP,A,2009,47028.1604,
USA,GDP,TOT,USD_CAP,A,2010,48396.74085,
USA,GDP,TOT,USD_CAP,A,2011,49814.37133,
USA,GDP,TOT,USD_CAP,A,2012,51548.02172,
USA,GDP,TOT,USD_CAP,A,2013,53056.67648,
USA,GDP,TOT,USD_CAP,A,2014,55008.0124,
USA,GDP,TOT,USD_CAP,A,2015,56831.65482,
USA,GDP,TOT,USD_CAP,A,2016,58000.88803,
USA,GDP,TOT,USD_CAP,A,2017,60091.56878,
USA,GDP,TOT,USD_CAP,A,2018,63043.04647,
CHL,GDP,TOT,USD_CAP,A,2009,16119.89398,
CHL,GDP,TOT,USD_CAP,A,2010,18129.08799,
CHL,GDP,TOT,USD_CAP,A,2011,20302.78871,
CHL,GDP,TOT,USD_CAP,A,2012,21446.53762,
CHL,GDP,TOT,USD_CAP,A,2013,22352.53073,
CHL,GDP,TOT,USD_CAP,A,2014,22687.93302,
CHL,GDP,TOT,USD_CAP,A,2015,22603.76838,
CHL,GDP,TOT,USD_CAP,A,2016,23349.677,
CHL,GDP,TOT,USD_CAP,A,2017,24479.27726,
CHL,GDP,TOT,USD_CAP,A,2018,25456.70985,
CHN,GDP,TOT,USD_CAP,A,2009,8287.678054,
CHN,GDP,TOT,USD_CAP,A,2010,9231.648126,
CHN,GDP,TOT,USD_CAP,A,2011,10275.25569,
CHN,GDP,TOT,USD_CAP,A,2012,11169.93553,
CHN,GDP,TOT,USD_CAP,A,2013,11894.48419,
CHN,GDP,TOT,USD_CAP,A,2014,12517.20043,
CHN,GDP,TOT,USD_CAP,A,2015,12946.66674,
CHN,GDP,TOT,USD_CAP,A,2016,13532.91518,
CHN,GDP,TOT,USD_CAP,A,2017,14306.39612,
COL,GDP,TOT,USD_CAP,A,2009,10434.84865,
COL,GDP,TOT,USD_CAP,A,2010,10903.02602,
COL,GDP,TOT,USD_CAP,A,2011,11766.67163,
COL,GDP,TOT,USD_CAP,A,2012,12156.27639,
COL,GDP,TOT,USD_CAP,A,2013,12843.0536,
COL,GDP,TOT,USD_CAP,A,2014,13411.46606,
COL,GDP,TOT,USD_CAP,A,2015,13375.91402,
COL,GDP,TOT,USD_CAP,A,2016,14102.51162,
COL,GDP,TOT,USD_CAP,A,2017,14529.07438,
COL,GDP,TOT,USD_CAP,A,2018,15450.97673,P
EST,GDP,TOT,USD_CAP,A,2009,20590.60484,
EST,GDP,TOT,USD_CAP,A,2010,21781.66143,
EST,GDP,TOT,USD_CAP,A,2011,24735.34666,
EST,GDP,TOT,USD_CAP,A,2012,26141.08353,
EST,GDP,TOT,USD_CAP,A,2013,27596.45861,
EST,GDP,TOT,USD_CAP,A,2014,29107.89112,
EST,GDP,TOT,USD_CAP,A,2015,29436.42026,
EST,GDP,TOT,USD_CAP,A,2016,31574.44685,
EST,GDP,TOT,USD_CAP,A,2017,34010.35371,
EST,GDP,TOT,USD_CAP,A,2018,37554.96272,
IND,GDP,TOT,USD_CAP,A,2009,3987.849459,E
IND,GDP,TOT,USD_CAP,A,2010,4295.763887,E
IND,GDP,TOT,USD_CAP,A,2011,4605.230111,
IND,GDP,TOT,USD_CAP,A,2012,4982.312076,
IND,GDP,TOT,USD_CAP,A,2013,5177.871752,
IND,GDP,TOT,USD_CAP,A,2014,5352.029977,
IND,GDP,TOT,USD_CAP,A,2015,5577.337632,
IND,GDP,TOT,USD_CAP,A,2016,5901.21084,
IDN,GDP,TOT,USD_CAP,A,2009,8735.401828,
IDN,GDP,TOT,USD_CAP,A,2010,8623.978571,
IDN,GDP,TOT,USD_CAP,A,2011,9213.212405,
IDN,GDP,TOT,USD_CAP,A,2012,9833.689555,
IDN,GDP,TOT,USD_CAP,A,2013,10188.33185,
IDN,GDP,TOT,USD_CAP,A,2014,10398.95973,
IDN,GDP,TOT,USD_CAP,A,2015,10364.39728,
IDN,GDP,TOT,USD_CAP,A,2016,10610.14144,
IDN,GDP,TOT,USD_CAP,A,2017,11050.88237,
ISR,GDP,TOT,USD_CAP,A,2009,27504.02242,
ISR,GDP,TOT,USD_CAP,A,2010,28836.15537,
ISR,GDP,TOT,USD_CAP,A,2011,30497.56863,
ISR,GDP,TOT,USD_CAP,A,2012,31706.1862,
ISR,GDP,TOT,USD_CAP,A,2013,34167.03832,
ISR,GDP,TOT,USD_CAP,A,2014,34282.23604,
ISR,GDP,TOT,USD_CAP,A,2015,35487.89444,
ISR,GDP,TOT,USD_CAP,A,2016,37806.42712,
ISR,GDP,TOT,USD_CAP,A,2017,38974.20549,
ISR,GDP,TOT,USD_CAP,A,2018,41463.14428,
RUS,GDP,TOT,USD_CAP,A,2009,20826.59797,E
RUS,GDP,TOT,USD_CAP,A,2010,22008.29928,E
RUS,GDP,TOT,USD_CAP,A,2011,22798.67392,
RUS,GDP,TOT,USD_CAP,A,2012,24303.49105,
RUS,GDP,TOT,USD_CAP,A,2013,26073.87355,
RUS,GDP,TOT,USD_CAP,A,2014,25761.66151,
RUS,GDP,TOT,USD_CAP,A,2015,24085.31285,
RUS,GDP,TOT,USD_CAP,A,2016,24128.08181,
RUS,GDP,TOT,USD_CAP,A,2017,26005.96756,
RUS,GDP,TOT,USD_CAP,A,2018,29328.01363,
SVN,GDP,TOT,USD_CAP,A,2009,27531.13456,
SVN,GDP,TOT,USD_CAP,A,2010,27844.90244,
SVN,GDP,TOT,USD_CAP,A,2011,28931.42364,
SVN,GDP,TOT,USD_CAP,A,2012,29048.326,
SVN,GDP,TOT,USD_CAP,A,2013,29979.61884,
SVN,GDP,TOT,USD_CAP,A,2014,30872.72888,
SVN,GDP,TOT,USD_CAP,A,2015,31631.83838,
SVN,GDP,TOT,USD_CAP,A,2016,33942.76789,
SVN,GDP,TOT,USD_CAP,A,2017,36632.30488,
SVN,GDP,TOT,USD_CAP,A,2018,40181.32806,
ZAF,GDP,TOT,USD_CAP,A,2009,11483.44306,
ZAF,GDP,TOT,USD_CAP,A,2010,11806.05591,
ZAF,GDP,TOT,USD_CAP,A,2011,12227.24169,
ZAF,GDP,TOT,USD_CAP,A,2012,12174.4582,
ZAF,GDP,TOT,USD_CAP,A,2013,12587.6174,
ZAF,GDP,TOT,USD_CAP,A,2014,12667.86814,
ZAF,GDP,TOT,USD_CAP,A,2015,12698.12439,
ZAF,GDP,TOT,USD_CAP,A,2016,12724.64328,
ZAF,GDP,TOT,USD_CAP,A,2017,12810.96554,
EU28,GDP,TOT,USD_CAP,A,2009,32269.33634,
EU28,GDP,TOT,USD_CAP,A,2010,33364.1577,
EU28,GDP,TOT,USD_CAP,A,2011,34740.43732,
EU28,GDP,TOT,USD_CAP,A,2012,35282.91342,
EU28,GDP,TOT,USD_CAP,A,2013,36530.05927,
EU28,GDP,TOT,USD_CAP,A,2014,37595.62637,
EU28,GDP,TOT,USD_CAP,A,2015,38758.92573,
EU28,GDP,TOT,USD_CAP,A,2016,41013.1295,
EU28,GDP,TOT,USD_CAP,A,2017,43175.228,
EU28,GDP,TOT,USD_CAP,A,2018,46339.1903,
OECD,GDP,TOT,USD_CAP,A,2009,33250.58762,
OECD,GDP,TOT,USD_CAP,A,2010,34538.20004,B
OECD,GDP,TOT,USD_CAP,A,2011,35897.77216,
OECD,GDP,TOT,USD_CAP,A,2012,36858.72013,
OECD,GDP,TOT,USD_CAP,A,2013,38199.33802,
OECD,GDP,TOT,USD_CAP,A,2014,39342.70866,
OECD,GDP,TOT,USD_CAP,A,2015,40495.36703,
OECD,GDP,TOT,USD_CAP,A,2016,41907.0271,
OECD,GDP,TOT,USD_CAP,A,2017,43611.25185,
OECD,GDP,TOT,USD_CAP,A,2018,46070.24731,E
OECDE,GDP,TOT,USD_CAP,A,2009,31510.46996,
OECDE,GDP,TOT,USD_CAP,A,2010,32740.48299,B
OECDE,GDP,TOT,USD_CAP,A,2011,34275.10461,
OECDE,GDP,TOT,USD_CAP,A,2012,34895.17485,
OECDE,GDP,TOT,USD_CAP,A,2013,36239.86379,
OECDE,GDP,TOT,USD_CAP,A,2014,37383.23809,
OECDE,GDP,TOT,USD_CAP,A,2015,38568.55764,
OECDE,GDP,TOT,USD_CAP,A,2016,40561.85786,
OECDE,GDP,TOT,USD_CAP,A,2017,42617.06075,
OECDE,GDP,TOT,USD_CAP,A,2018,45516.31279,P
LVA,GDP,TOT,USD_CAP,A,2009,16973.3696,
LVA,GDP,TOT,USD_CAP,A,2010,17658.75357,
LVA,GDP,TOT,USD_CAP,A,2011,19887.74914,
LVA,GDP,TOT,USD_CAP,A,2012,21414.57035,
LVA,GDP,TOT,USD_CAP,A,2013,22811.03083,
LVA,GDP,TOT,USD_CAP,A,2014,23798.23355,
LVA,GDP,TOT,USD_CAP,A,2015,24964.04813,
LVA,GDP,TOT,USD_CAP,A,2016,26712.83524,
LVA,GDP,TOT,USD_CAP,A,2017,28757.54011,
LVA,GDP,TOT,USD_CAP,A,2018,31786.67088,
BRA,GDP,TOT,USD_CAP,A,2009,13331.38649,
BRA,GDP,TOT,USD_CAP,A,2010,14359.93355,
BRA,GDP,TOT,USD_CAP,A,2011,15109.7374,
BRA,GDP,TOT,USD_CAP,A,2012,15120.06365,
BRA,GDP,TOT,USD_CAP,A,2013,15669.14014,
BRA,GDP,TOT,USD_CAP,A,2014,15800.08889,
BRA,GDP,TOT,USD_CAP,A,2015,14816.2906,
BRA,GDP,TOT,USD_CAP,A,2016,14321.2508,
BRA,GDP,TOT,USD_CAP,A,2017,14592.10198,
LTU,GDP,TOT,USD_CAP,A,2009,18130.0478,
LTU,GDP,TOT,USD_CAP,A,2010,20112.10313,
LTU,GDP,TOT,USD_CAP,A,2011,22884.80436,
LTU,GDP,TOT,USD_CAP,A,2012,24703.69794,
LTU,GDP,TOT,USD_CAP,A,2013,26721.60193,
