,COU,Country,SOURCE,Source,SERIES,Series,TIME,Year,Unit Code_union,Unit_union,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value_union,Flag Codes,Flags,Unnamed: 0,MEASURE,Age group,Unit Code_gini_cpi,Unit_gini_cpi,Value_gini_cpi
29,HUN,Hungary,ADM,Administrative data,TUM,Union members,2012,2012,NBR,Number,3,Thousands,,,400.0,,,42709,CPI2010,Retirement age population: above 65,IDX,Index,109.8042007
30,HUN,Hungary,ADM,Administrative data,TUM,Union members,2012,2012,NBR,Number,3,Thousands,,,400.0,,,61553,CPI2015,Total population,IDX,Index,98.5813
31,HUN,Hungary,ADM,Administrative data,TUM,Union members,2012,2012,NBR,Number,3,Thousands,,,400.0,,,61805,CPI2015,Working age population: 18-65,IDX,Index,98.5813
32,HUN,Hungary,ADM,Administrative data,TUM,Union members,2012,2012,NBR,Number,3,Thousands,,,400.0,,,62049,CPI2015,Retirement age population: above 65,IDX,Index,98.5813
33,HUN,Hungary,ADM,Administrative data,TUM,Union members,2012,2012,NBR,Number,3,Thousands,,,400.0,,,62876,CPI2015,Working age population: 18-65,IDX,Index,98.5813
34,HUN,Hungary,ADM,Administrative data,TUM,Union members,2012,2012,NBR,Number,3,Thousands,,,400.0,,,63025,CPI2015,Retirement age population: above 65,IDX,Index,98.5813
35,HUN,Hungary,ADM,Administrative data,TUM,Union members,2012,2012,NBR,Number,3,Thousands,,,400.0,,,63333,CPI2015,Total population,IDX,Index,98.5813
36,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,7950,GINI,Total population,0_TO_1,0-1 scale,0.279
37,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,7960,GINI,Total population,0_TO_1,0-1 scale,0.29
38,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,7967,CPI2010,Total population,IDX,Index,109.8042007
39,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,7977,CPI2010,Total population,IDX,Index,109.8042007
40,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,29558,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.287
41,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,29568,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.293
42,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,29575,CPI2010,Working age population: 18-65,IDX,Index,109.8042007
43,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,29585,CPI2010,Working age population: 18-65,IDX,Index,109.8042007
44,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,42682,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.214
45,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,42692,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.222
46,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,42699,CPI2010,Retirement age population: above 65,IDX,Index,109.8042007
47,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,42709,CPI2010,Retirement age population: above 65,IDX,Index,109.8042007
48,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,61553,CPI2015,Total population,IDX,Index,98.5813
49,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,61805,CPI2015,Working age population: 18-65,IDX,Index,98.5813
50,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,62049,CPI2015,Retirement age population: above 65,IDX,Index,98.5813
51,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,62876,CPI2015,Working age population: 18-65,IDX,Index,98.5813
52,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,63025,CPI2015,Retirement age population: above 65,IDX,Index,98.5813
53,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2012,2012,PC,Percentage,0,Units,,,11.8,,,63333,CPI2015,Total population,IDX,Index,98.5813
54,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,7951,GINI,Total population,0_TO_1,0-1 scale,0.28600000000000003
55,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,7968,CPI2010,Total population,IDX,Index,111.7073147
56,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,29559,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.297
57,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,29576,CPI2010,Working age population: 18-65,IDX,Index,111.7073147
58,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,42683,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.212
59,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,42700,CPI2010,Retirement age population: above 65,IDX,Index,111.7073147
60,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,62877,CPI2015,Working age population: 18-65,IDX,Index,100.2899
61,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,63026,CPI2015,Retirement age population: above 65,IDX,Index,100.2899
62,HUN,Hungary,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,3454.0,,,63334,CPI2015,Total population,IDX,Index,100.2899
63,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,7951,GINI,Total population,0_TO_1,0-1 scale,0.28600000000000003
64,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,7968,CPI2010,Total population,IDX,Index,111.7073147
65,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,29559,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.297
66,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,29576,CPI2010,Working age population: 18-65,IDX,Index,111.7073147
67,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,42683,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.212
68,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,42700,CPI2010,Retirement age population: above 65,IDX,Index,111.7073147
69,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,62877,CPI2015,Working age population: 18-65,IDX,Index,100.2899
70,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,63026,CPI2015,Retirement age population: above 65,IDX,Index,100.2899
71,HUN,Hungary,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,383.0,,,63334,CPI2015,Total population,IDX,Index,100.2899
72,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,7951,GINI,Total population,0_TO_1,0-1 scale,0.28600000000000003
73,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,7968,CPI2010,Total population,IDX,Index,111.7073147
74,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,29559,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.297
75,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,29576,CPI2010,Working age population: 18-65,IDX,Index,111.7073147
76,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,42683,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.212
77,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,42700,CPI2010,Retirement age population: above 65,IDX,Index,111.7073147
78,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,62877,CPI2015,Working age population: 18-65,IDX,Index,100.2899
79,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,63026,CPI2015,Retirement age population: above 65,IDX,Index,100.2899
80,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,11.1,,,63334,CPI2015,Total population,IDX,Index,100.2899
81,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,7952,GINI,Total population,0_TO_1,0-1 scale,0.281
82,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,7969,CPI2010,Total population,IDX,Index,111.4531355
83,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,29560,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.28800000000000003
84,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,29577,CPI2010,Working age population: 18-65,IDX,Index,111.4531355
85,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,42684,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.23
86,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,42701,CPI2010,Retirement age population: above 65,IDX,Index,111.4531355
87,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,62878,CPI2015,Working age population: 18-65,IDX,Index,100.0617
88,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,63027,CPI2015,Retirement age population: above 65,IDX,Index,100.0617
89,HUN,Hungary,ADM,Administrative data,EEM,Employees,2014,2014,NBR,Number,3,Thousands,,,3636.0,,,63335,CPI2015,Total population,IDX,Index,100.0617
90,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,7952,GINI,Total population,0_TO_1,0-1 scale,0.281
91,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,7969,CPI2010,Total population,IDX,Index,111.4531355
92,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,29560,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.28800000000000003
93,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,29577,CPI2010,Working age population: 18-65,IDX,Index,111.4531355
94,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,42684,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.23
95,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,42701,CPI2010,Retirement age population: above 65,IDX,Index,111.4531355
96,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,62878,CPI2015,Working age population: 18-65,IDX,Index,100.0617
97,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,63027,CPI2015,Retirement age population: above 65,IDX,Index,100.0617
98,HUN,Hungary,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,370.0,,,63335,CPI2015,Total population,IDX,Index,100.0617
99,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,7952,GINI,Total population,0_TO_1,0-1 scale,0.281
100,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,7969,CPI2010,Total population,IDX,Index,111.4531355
101,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,29560,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.28800000000000003
102,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,29577,CPI2010,Working age population: 18-65,IDX,Index,111.4531355
103,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,42684,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.23
104,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,42701,CPI2010,Retirement age population: above 65,IDX,Index,111.4531355
105,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,62878,CPI2015,Working age population: 18-65,IDX,Index,100.0617
106,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,63027,CPI2015,Retirement age population: above 65,IDX,Index,100.0617
107,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,10.2,,,63335,CPI2015,Total population,IDX,Index,100.0617
108,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,7953,GINI,Total population,0_TO_1,0-1 scale,0.284
109,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,7970,CPI2010,Total population,IDX,Index,111.3844113
110,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,29561,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.29100000000000004
111,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,29578,CPI2010,Working age population: 18-65,IDX,Index,111.3844113
112,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,42685,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.233
113,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,42702,CPI2010,Retirement age population: above 65,IDX,Index,111.3844113
114,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,62879,CPI2015,Working age population: 18-65,IDX,Index,100.0
115,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,63028,CPI2015,Retirement age population: above 65,IDX,Index,100.0
116,HUN,Hungary,ADM,Administrative data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3747.0,,,63336,CPI2015,Total population,IDX,Index,100.0
117,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,7953,GINI,Total population,0_TO_1,0-1 scale,0.284
118,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,7970,CPI2010,Total population,IDX,Index,111.3844113
119,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,29561,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.29100000000000004
120,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,29578,CPI2010,Working age population: 18-65,IDX,Index,111.3844113
121,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,42685,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.233
122,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,42702,CPI2010,Retirement age population: above 65,IDX,Index,111.3844113
123,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,62879,CPI2015,Working age population: 18-65,IDX,Index,100.0
124,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,63028,CPI2015,Retirement age population: above 65,IDX,Index,100.0
125,HUN,Hungary,SVY,Survey data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.0,,,63336,CPI2015,Total population,IDX,Index,100.0
126,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,7953,GINI,Total population,0_TO_1,0-1 scale,0.284
127,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,7970,CPI2010,Total population,IDX,Index,111.3844113
128,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,29561,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.29100000000000004
129,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,29578,CPI2010,Working age population: 18-65,IDX,Index,111.3844113
130,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,42685,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.233
131,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,42702,CPI2010,Retirement age population: above 65,IDX,Index,111.3844113
132,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,62879,CPI2015,Working age population: 18-65,IDX,Index,100.0
133,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,63028,CPI2015,Retirement age population: above 65,IDX,Index,100.0
134,HUN,Hungary,SVY,Survey data,EEM,Employees,2015,2015,NBR,Number,3,Thousands,,,3637.0,,,63336,CPI2015,Total population,IDX,Index,100.0
135,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,7953,GINI,Total population,0_TO_1,0-1 scale,0.284
136,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,7970,CPI2010,Total population,IDX,Index,111.3844113
137,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,29561,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.29100000000000004
138,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,29578,CPI2010,Working age population: 18-65,IDX,Index,111.3844113
139,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,42685,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.233
140,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,42702,CPI2010,Retirement age population: above 65,IDX,Index,111.3844113
141,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,62879,CPI2015,Working age population: 18-65,IDX,Index,100.0
142,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,63028,CPI2015,Retirement age population: above 65,IDX,Index,100.0
143,HUN,Hungary,ADM,Administrative data,TUM,Union members,2015,2015,NBR,Number,3,Thousands,,,351.0,,,63336,CPI2015,Total population,IDX,Index,100.0
144,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,7953,GINI,Total population,0_TO_1,0-1 scale,0.284
145,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,7970,CPI2010,Total population,IDX,Index,111.3844113
146,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,29561,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.29100000000000004
147,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,29578,CPI2010,Working age population: 18-65,IDX,Index,111.3844113
148,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,42685,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.233
149,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,42702,CPI2010,Retirement age population: above 65,IDX,Index,111.3844113
150,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,62879,CPI2015,Working age population: 18-65,IDX,Index,100.0
151,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,63028,CPI2015,Retirement age population: above 65,IDX,Index,100.0
152,HUN,Hungary,ADM,Administrative data,TUD,Trade union  density,2015,2015,PC,Percentage,0,Units,,,9.4,,,63336,CPI2015,Total population,IDX,Index,100.0
